datetime,date,update_time,gold_buy,gold_sell,gold_bar_buy,gold_bar_sell,timestamp,source_url
2023-09-12,12/09/2566,09:24,32250.00,32350.00,31669.24,32850.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-13,13/09/2566,09:21,32200.00,32300.00,31623.76,32800.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-14,14/09/2566,09:24,32200.00,32300.00,31623.76,32800.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-15,15/09/2566,16:45,32350.00,32450.00,31760.20,32950.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-16,16/09/2566,09:22,32400.00,32500.00,31820.84,33000.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-18,18/09/2566,09:22,32400.00,32500.00,31820.84,33000.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-19,19/09/2566,15:13,32700.00,32800.00,32108.88,33300.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-20,20/09/2566,15:08,32800.00,32900.00,32215.00,33400.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-21,21/09/2566,14:26,32800.00,32900.00,32215.00,33400.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-22,22/09/2566,14:39,32800.00,32900.00,32215.00,33400.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-23,23/09/2566,09:21,32750.00,32850.00,32154.36,33350.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-25,25/09/2566,14:17,32750.00,32850.00,32154.36,33350.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-26,26/09/2566,09:26,32800.00,32900.00,32215.00,33400.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-27,27/09/2566,09:26,32750.00,32850.00,32154.36,33350.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-28,28/09/2566,10:35,32550.00,32650.00,31957.28,33150.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-29,29/09/2566,14:02,32250.00,32350.00,31669.24,32850.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-09-30,30/09/2566,09:22,32050.00,32150.00,31472.16,32650.00,2025-11-11 23:51:38,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กันยายน-2566/
2023-10-02,02/10/2566,16:33,32050.00,32150.00,31472.16,32650.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-03,03/10/2566,11:07,31950.00,32050.00,31381.20,32550.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-04,04/10/2566,13:29,31950.00,32050.00,31381.20,32550.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-05,05/10/2566,13:11,31850.00,31950.00,31275.08,32450.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-06,06/10/2566,13:30,31800.00,31900.00,31229.60,32400.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-07,07/10/2566,09:24,31950.00,32050.00,31381.20,32550.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-09,09/10/2566,14:49,32400.00,32500.00,31820.84,33000.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-10,10/10/2566,16:42,32300.00,32400.00,31714.72,32900.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-11,11/10/2566,15:02,32150.00,32250.00,31578.28,32750.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-12,12/10/2566,13:54,32150.00,32250.00,31578.28,32750.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-13,13/10/2566,16:40,32350.00,32450.00,31760.20,32950.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-14,14/10/2566,09:04,32900.00,33000.00,32305.96,33500.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-16,16/10/2566,15:15,32750.00,32850.00,32154.36,33350.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-17,17/10/2566,16:19,32950.00,33050.00,32351.44,33550.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-18,18/10/2566,12:07,33200.00,33300.00,32609.16,33800.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-19,19/10/2566,14:40,33500.00,33600.00,32897.20,34100.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-20,20/10/2566,16:33,34150.00,34250.00,33533.92,34750.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-21,21/10/2566,09:32,34100.00,34200.00,33488.44,34700.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-23,23/10/2566,11:16,34100.00,34200.00,33488.44,34700.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-24,24/10/2566,16:21,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-25,25/10/2566,09:27,33650.00,33750.00,33048.80,34250.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-26,26/10/2566,15:55,34050.00,34150.00,33442.96,34650.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-27,27/10/2566,15:40,33950.00,34050.00,33336.84,34550.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-28,28/10/2566,09:22,34100.00,34200.00,33488.44,34700.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-30,30/10/2566,15:10,33900.00,34000.00,33291.36,34500.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-10-31,31/10/2566,14:52,33900.00,34000.00,33291.36,34500.00,2025-11-11 23:51:46,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ตุลาคม-2566/
2023-11-01,01/11/2566,16:13,33900.00,34000.00,33291.36,34500.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-02,02/11/2566,16:48,33750.00,33850.00,33139.76,34350.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-03,03/11/2566,15:13,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-04,04/11/2566,09:17,33450.00,33550.00,32851.72,34050.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-06,06/11/2566,17:10,33300.00,33400.00,32700.12,33900.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-07,07/11/2566,15:59,33050.00,33150.00,32457.56,33650.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-08,08/11/2566,13:35,33050.00,33150.00,32457.56,33650.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-09,09/11/2566,16:08,32700.00,32800.00,32108.88,33300.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-10,10/11/2566,10:29,33100.00,33200.00,32503.04,33700.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-11,11/11/2566,09:14,33000.00,33100.00,32412.08,33600.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-13,13/11/2566,15:04,33000.00,33100.00,32412.08,33600.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-14,14/11/2566,12:33,33150.00,33250.00,32548.52,33750.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-15,15/11/2566,13:36,33000.00,33100.00,32412.08,33600.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-16,16/11/2566,13:02,32950.00,33050.00,32351.44,33550.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-17,17/11/2566,15:15,33000.00,33100.00,32412.08,33600.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-18,18/11/2566,09:00,32900.00,33000.00,32305.96,33500.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-20,20/11/2566,15:30,32800.00,32900.00,32215.00,33400.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-21,21/11/2566,15:49,33000.00,33100.00,32412.08,33600.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-22,22/11/2566,15:59,33250.00,33350.00,32654.64,33850.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-23,23/11/2566,10:34,33200.00,33300.00,32609.16,33800.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-24,24/11/2566,14:45,33350.00,33450.00,32745.60,33950.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-25,25/11/2566,09:06,33350.00,33450.00,32745.60,33950.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-27,27/11/2566,16:05,33400.00,33500.00,32806.24,34000.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-28,28/11/2566,11:23,33250.00,33350.00,32654.64,33850.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-29,29/11/2566,10:01,33500.00,33600.00,32897.20,34100.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-11-30,30/11/2566,15:16,33800.00,33900.00,33185.24,34400.00,2025-11-11 23:51:54,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-พฤศจิกายน-2566/
2023-12-01,01/12/2566,16:07,33850.00,33950.00,33245.88,34450.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-02,02/12/2566,09:01,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-04,04/12/2566,17:09,34100.00,34200.00,33488.44,34700.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-05,05/12/2566,17:09,33800.00,33900.00,33185.24,34400.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-06,06/12/2566,16:03,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-07,07/12/2566,10:33,33800.00,33900.00,33185.24,34400.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-08,08/12/2566,15:52,33800.00,33900.00,33185.24,34400.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-09,09/12/2566,09:01,33650.00,33750.00,33048.80,34250.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-11,11/12/2566,15:45,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-12,12/12/2566,13:38,33400.00,33500.00,32806.24,34000.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-13,13/12/2566,16:13,33500.00,33600.00,32897.20,34100.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-14,14/12/2566,15:19,33700.00,33800.00,33094.28,34300.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-15,15/12/2566,16:08,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-16,16/12/2566,09:00,33300.00,33400.00,32700.12,33900.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-18,18/12/2566,14:54,33450.00,33550.00,32851.72,34050.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-19,19/12/2566,15:42,33500.00,33600.00,32897.20,34100.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-20,20/12/2566,09:58,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-21,21/12/2566,13:09,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-22,22/12/2566,09:02,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-23,23/12/2566,09:02,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-25,25/12/2566,09:15,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-26,26/12/2566,09:02,33700.00,33800.00,33094.28,34300.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-27,27/12/2566,14:31,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-28,28/12/2566,15:49,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-29,29/12/2566,10:41,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2023-12-30,30/12/2566,09:02,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:01,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-ธันวาคม-2566/
2024-01-01,01/01/2567,09:00,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-02,02/01/2567,11:59,33500.00,33600.00,32897.20,34100.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-03,03/01/2567,10:31,33400.00,33500.00,32806.24,34000.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-04,04/01/2567,15:37,33350.00,33450.00,32745.60,33950.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-05,05/01/2567,09:03,33400.00,33500.00,32806.24,34000.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-06,06/01/2567,09:00,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-08,08/01/2567,12:40,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-09,09/01/2567,15:15,33550.00,33650.00,32942.68,34150.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-10,10/01/2567,16:49,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-11,11/01/2567,16:44,33600.00,33700.00,32988.16,34200.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-12,12/01/2567,14:36,33700.00,33800.00,33094.28,34300.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-13,13/01/2567,09:02,33750.00,33850.00,33139.76,34350.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-15,15/01/2567,16:17,33850.00,33950.00,33245.88,34450.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-16,16/01/2567,16:35,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-17,17/01/2567,14:40,33900.00,34000.00,33291.36,34500.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-18,18/01/2567,12:35,33800.00,33900.00,33185.24,34400.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-19,19/01/2567,15:52,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-20,20/01/2567,09:03,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-22,22/01/2567,09:02,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-23,23/01/2567,16:00,34100.00,34200.00,33488.44,34700.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-24,24/01/2567,13:36,34200.00,34300.00,33579.40,34800.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-25,25/01/2567,14:11,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-26,26/01/2567,16:05,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-27,27/01/2567,09:01,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-29,29/01/2567,11:05,34050.00,34150.00,33442.96,34650.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-30,30/01/2567,15:22,34000.00,34100.00,33382.32,34600.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-01-31,31/01/2567,14:38,34100.00,34200.00,33488.44,34700.00,2025-11-11 23:52:10,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-มกราคม-2567/
2024-02-01,01/02/2567,16:52,34150.00,34250.00,33533.92,34750.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
2024-02-02,02/02/2567,15:59,34200.00,34300.00,33579.40,34800.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
2024-02-03,03/02/2567,09:03,34250.00,34350.00,33640.04,34850.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
2024-02-05,05/02/2567,09:00,34200.00,34300.00,33579.40,34800.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
2024-02-06,06/02/2567,16:13,34100.00,34200.00,33488.44,34700.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
2024-02-07,07/02/2567,16:19,34200.00,34300.00,33579.40,34800.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
2024-02-08,08/02/2567,11:42,34300.00,34400.00,33685.52,34900.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
2024-02-09,09/02/2567,14:04,34400.00,34500.00,33776.48,35000.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
2024-02-10,10/02/2567,09:07,34350.00,34450.00,33731.00,34950.00,2025-11-11 23:52:17,https://xn--42cah7d0cxcvbbb9x.com/ราคาทองย้อนหลัง-เดือน-กุมภาพันธ์-2567/
